order_id,order_date,region,product_category,sales_rep,customer_segment,units_sold,unit_price,discount_pct,satisfaction_score,revenue
S-101353,2025-01-01,Central, furniture,SAM PATEL,Retail,119.0,$205.11,10%,4.74,21967.28
S-101354,2024-03-28,West ,Industrial,Lena Park,Government,65.0,$243.08,0%,4.56,15800.2
S-101355,2024-07-17,West ,Electronics,Maria Gomez ,Retail,20.0,$303.81,10%,4.03,5468.58
S-101356,2024-05-17,West ,Electronics,Aisha Karimova,Government,37.0,$246.88,10%,3.09,8221.1
S-101357,2024-02-23,, furniture,john lee,Retail,72.0,$368.17,0%,,26508.24
S-101358,2024-02-11, south,Electronics,Maria Gomez ,Retail,119.0,$335.79,15 %,4.18,33965.16
S-101359,2024-05-26,North, furniture,Lena Park,Retail,111.0,$229.92,15 %,4.33,21692.95
S-101360,2024/08/03,EAST,electronics,Aisha Karimova,Enterprise,112.0,$223.17,5%,5.16,23745.29
S-101361,2024-01-27,EAST, furniture,SAM PATEL,retail ,100.0,$-2.28,10%,3.65,-205.2
S-101362,2024-05-20,North,electronics,SAM PATEL,SMB,69.0,$212.25,10%,2.52,13180.72
S-101363,2024-03-21,West ,Industrial,Lena Park,Retail,78.0,$124.97,0%,3.52,
S-101364,2024-08-09,North,electronics,Aisha Karimova,,88.0,$258.80,5%,4.37,21635.68
S-101365,2024-01-08,Central,Home Goods,Lena Park,Retail,86.0,$252.99,10%,4.11,19581.43
S-101366,2024-04-30, south,Office Supplies,SAM PATEL,SMB,77.0,$299.15,20%,3.43,18427.64
S-101367,2024-06-30,North,Electronics,Lena Park,Government,16.0,$358.72,10%,3.32,5165.57
S-101368,2025-01-20,North, furniture,Aisha Karimova,retail ,105.0,$237.77,10%,3.9,22469.27
S-101369,2024-09-10, south,,Maria Gomez ,retail ,2.0,$433.84,10%,3.41,780.91
S-101370,2024-12-18, south,electronics,SAM PATEL,Government,51.0,$259.76,5%,4.39,12585.37
S-101371,2024-05-17,North, furniture,john lee,retail ,52.0,$128.63,0%,3.87,6688.76
S-101372,2024-06-28, south,Office Supplies,Maria Gomez ,Retail,119.0,$192.22,5%,3.76,21730.47
S-101373,2024-06-17,North,Industrial,Maria Gomez ,SMB,11.0,$208.32,20%,3.68,1833.22
S-101374,2024-12-20, south,Home Goods,Maria Gomez ,Retail,57.0,$290.33,15 %,4.24,14066.49
S-101375,2025-01-18, south,electronics,Aisha Karimova,SMB ,,$159.48,20%,4.12,0.0
S-101376,2025-01-19, south,Industrial,Maria Gomez ,Enterprise,12.0,$214.67,0%,4.21,
S-101377,2024-10-27, south,Home Goods,john lee,Enterprise,27.0,$226.31,10%,4.2,
S-101378,2024-07-20,North,electronics,Lena Park,Retail,51.0,$201.91,10%,4.06,9267.67
S-101379,2024-08-04,North,Electronics,,Enterprise,110.0,$308.97,5%,3.53,32287.36
S-101380,2025-01-27,North,Electronics,john lee,Enterprise,47.0,$294.51,5%,3.7,13149.87
S-101381,2024-04-23,West ,,Aisha Karimova,Retail,105.0,$339.16,15 %,3.88,30270.03
S-101382,2024-05-18,,electronics,john lee,Government,88.0,$211.86,10%,5.24,16779.31
S-101383,2024-12-24,Central,Office Supplies,Maria Gomez ,Enterprise,98.0,$342.21,10%,3.36,30182.92
S-101384,2024-06-03,EAST,electronics,Lena Park,Government,102.0,$124.06,5%,3.87,12021.41
S-101385,2024-04-04,EAST,Electronics,Maria Gomez ,retail ,85.0,$121.99,10%,4.15,9332.24
S-101386,2024-08-12, south,Industrial,Aisha Karimova,Retail,88.0,$136.83,0%,3.93,12041.04
S-101387,2024-05-10,Central, furniture,Aisha Karimova,Enterprise,19.0,$240.78,0%,4.69,4574.82
S-101388,2024-12-22,Central,Home Goods,john lee,Government,86.0,$342.20,10%,3.93,26486.28
S-101389,2024-12-29,Central,Office Supplies,Lena Park,SMB,6.0,$188.82,5%,3.97,1076.27
S-101390,2024-05-02,Central, furniture,SAM PATEL,Retail,,$199.48,,4.55,0.0
S-101391,2024-07-30,EAST,Electronics,Maria Gomez ,Government,78.0,$221.64,10%,5.1,15559.13
S-101392,2025-01-28,Central,Home Goods,john lee,Retail,91.0,$288.69,0%,,26270.79
S-101393,2024-10-23,Central,Electronics,Lena Park,SMB,77.0,$199.40,0%,4.02,15353.8
S-101394,2024-03-27, south,Electronics,john lee,Enterprise,44.0,$194.66,15 %,4.07,7280.28
S-101395,2024-08-24,Central,Home Goods,Lena Park,Retail,44.0,$125.64,0%,4.13,5528.16
S-101396,2024-09-04,North, furniture,Lena Park,Retail,71.0,$191.40,5%,4.18,
S-101397,2024-09-18,,Office Supplies,Maria Gomez ,Retail,57.0,$340.08,5%,3.63,18415.33
S-101398,2024-01-11,Central, furniture,Lena Park,SMB ,41.0,$247.73,5%,4.62,9649.08
S-101399,2024-04-29,North,Industrial,john lee,retail ,59.0,$177.11,10%,4.21,9404.54
S-101400,2024-12-07,West , furniture,SAM PATEL,Enterprise,64.0,$345.07,10%,4.08,19876.03
S-101401,2024-04-06,North, furniture,Aisha Karimova,,29.0,$190.26,0%,3.4,5517.54
S-101402,2024-04-29,Central, furniture,Maria Gomez ,Enterprise,76.0,$360.70,15 %,4.13,23301.22
S-101403,2024-05-08,Central, furniture,john lee,SMB,38.0,$359.31,5%,3.06,12971.09
S-101404,2024-03-11,West , furniture,Aisha Karimova,SMB,32.0,$244.76,10%,3.78,7049.09
S-101405,2024-03-03,Central,Electronics,Aisha Karimova,SMB,50.0,$112.62,0%,3.79,5631.0
S-101406,2024-05-18,North,Electronics,john lee,Enterprise,13.0,$434.61,10%,4.26,5084.94
S-101407,2024-12-15, south,Office Supplies,SAM PATEL,SMB ,72.0,$272.92,5%,5.13,18667.73
S-101408,2024-01-01,EAST,Industrial,Maria Gomez ,Government,88.0,$212.47,10%,4.41,16827.62
S-101409,2024-04-23,North,Electronics,john lee,SMB,114.0,$321.27,5%,4.9,34793.54
S-101410,2024-01-25,EAST, furniture,,SMB,34.0,$299.70,,4.45,10189.8
S-101411,2024-08-12, south,Industrial,Lena Park,Government,65.0,$351.43,5%,4.72,21700.8
S-101412,2024-04-10, south,Industrial,Aisha Karimova,Retail,60.0,$183.70,20%,5.12,8817.6
S-101413,2024-11-12,EAST,Home Goods,Maria Gomez ,Government,,$267.07,20%,3.7,0.0
S-101414,2024-08-22,Central, furniture,SAM PATEL,retail ,75.0,$139.20,5%,3.66,9918.0
S-101415,2024-11-09, south,Office Supplies,SAM PATEL,Enterprise,97.0,$296.64,5%,4.47,27335.38
S-101416,2024-09-10,Central, furniture,john lee,Government,102.0,$238.05,5%,4.1,23067.04
S-101417,2024-06-24,EAST,Electronics,SAM PATEL,SMB,14.0,$263.89,,4.22,3694.46
S-101418,2024-12-10, south,Office Supplies,Aisha Karimova,Retail,43.0,$227.56,10%,3.96,8806.57
S-101419,2024-07-09,EAST,electronics,john lee,Government,78.0,$218.67,10%,3.77,15350.63
S-101420,2025-01-14,EAST, furniture,SAM PATEL,SMB,65.0,$166.20,0%,4.99,10803.0
S-101421,2025-02-01, south,electronics,SAM PATEL,SMB,58.0,$307.19,20%,3.5,14253.62
S-101422,2024-08-23,EAST, furniture,Lena Park,SMB,21.0,$366.62,0%,4.48,7699.02
S-101423,2024-09-26,North, furniture,Aisha Karimova,SMB,69.0,$192.68,0%,4.39,13294.92
S-101424,2024-04-12, south,Home Goods,Aisha Karimova,Enterprise,89.0,$287.05,5%,3.23,
S-101425,2024-11-21,EAST,Industrial,Aisha Karimova,Retail,5.0,$276.74,10%,3.64,1245.33
S-101426,2024-09-25,EAST, furniture,Aisha Karimova,SMB,71.0,$240.69,20%,3.74,13671.19
S-101427,2024-12-27,Central,electronics,Aisha Karimova,Government,108.0,$110.24,15 %,4.41,10120.03
S-101428,2024-04-16, south, furniture,Maria Gomez ,Retail,69.0,$129.36,5%,3.9,8479.55
S-101429,2024-11-11,,Electronics,Maria Gomez ,SMB,114.0,$173.62,5%,4.05,18803.05
S-101430,2024-07-07,Central,Home Goods,SAM PATEL,Enterprise,42.0,$58.18,15 %,3.3,2077.03
S-101431,2024-03-15,,Electronics,john lee,Government,1.0,$359.68,10%,5.38,323.71
S-101432,2024-03-09,Central,Office Supplies,Aisha Karimova,Enterprise,82.0,$271.25,0%,4.14,22242.5
S-101433,2024-08-12,North,Office Supplies,SAM PATEL,Government,26.0,$237.45,5%,4.37,5865.02
S-101434,2024-05-07,EAST,Electronics,Aisha Karimova,Retail,2.0,$53.83,10%,3.8,96.89
S-101435,2024-02-10,North,Electronics,Lena Park,SMB,22.0,$84.97,,3.74,1869.34
S-101436,2024-06-19,Central, furniture,Aisha Karimova,SMB ,112.0,$239.80,10%,5.15,24171.84
S-101437,2024-09-18,EAST,Industrial,Maria Gomez ,Government,93.0,$407.49,0%,3.05,37896.57
S-101438,2024-05-07, south,electronics,Lena Park,SMB,33.0,$180.62,15 %,4.25,5066.39
S-101439,2025-01-17,Central,Office Supplies,Maria Gomez ,SMB,72.0,$313.42,5%,3.43,21437.93
S-101440,2024-11-07,North,Electronics,SAM PATEL,SMB,41.0,$199.21,20%,3.88,6534.09
S-101441,2024-07-24,EAST,electronics,SAM PATEL,Retail,22.0,$244.70,5%,3.75,5114.23
S-101442,2025-01-08,West ,Electronics,Aisha Karimova,Government,118.0,$343.25,5%,3.56,
S-101443,2024-06-22,North,electronics,SAM PATEL,Government,97.0,$210.59,10%,4.12,18384.51
S-101444,2024-02-25,West ,Home Goods,Lena Park,SMB,44.0,$181.34,5%,2.69,7580.01
S-101445,2024-01-15,Central,Office Supplies,,retail ,43.0,$360.54,5%,3.93,14728.06
S-101446,2025-01-10,North, furniture,Maria Gomez ,SMB,98.0,$243.87,10%,4.05,21509.33
S-101447,2025-01-18,EAST,Electronics,john lee,Retail,,$332.75,15 %,3.35,0.0
S-101448,2024-10-22, south,Electronics,SAM PATEL,Government,45.0,$181.75,20%,4.93,6543.0
S-101449,2024-02-11,West ,Office Supplies,Maria Gomez ,SMB,47.0,$359.57,5%,3.77,16054.8
S-101450,2024-04-27,North,Industrial,john lee,Retail,,$263.26,0%,3.97,0.0
S-101451,2024-01-17,Central, furniture,Aisha Karimova,Enterprise,63.0,$276.96,10%,3.77,15703.63
S-101452,2024-01-21,Central,electronics,Aisha Karimova,,5.0,$251.19,5%,4.06,1193.15
S-101453,2024-04-08,North,Home Goods,Maria Gomez ,Retail,,$197.03,5%,4.82,0.0
S-101454,03/15/2024, south,Electronics,Aisha Karimova,SMB,53.0,$239.86,20%,5.46,10170.06
S-101455,2024-01-27,EAST,Electronics,Aisha Karimova,SMB,33.0,$202.38,,4.51,6678.54
S-101456,2025-01-28,West , furniture,Aisha Karimova,Retail,43.0,$321.56,0%,4.7,13827.08
S-101457,2024-07-01,EAST,Home Goods,Lena Park,SMB,51.0,$222.74,15 %,5.04,9655.78
S-101458,2024-04-15,North,Office Supplies,Aisha Karimova,Enterprise,44.0,$112.80,10%,4.24,4466.88
S-101459,2024-07-25,North,Home Goods,Aisha Karimova,Retail,,$97.25,5%,4.96,0.0
S-101460,2024-11-12,,Industrial,Maria Gomez ,Retail,63.0,$93.23,10%,4.54,5286.14
S-101461,2024-05-05,EAST,Home Goods,john lee,Government,60.0,$292.53,0%,4.18,17551.8
S-101462,2024-01-20,Central,,,retail ,32.0,$142.12,0%,4.29,
S-101463,2024-01-21,EAST,Home Goods,Lena Park,Enterprise,110.0,$265.51,,3.1,29206.1
S-101464,2024-12-06,Central,Industrial,Maria Gomez ,Enterprise,3.0,$251.61,10%,4.26,679.35
S-101465,2024-02-14,North,Industrial,Maria Gomez ,Government,66.0,$234.50,5%,3.25,14703.15
S-101466,2024-09-11,North,Home Goods,john lee,Government,21.0,$277.26,10%,3.21,5240.21
S-101467,2024-06-02,Central,Home Goods,Aisha Karimova,Government,92.0,$45.00 ,,4.21,4140.0
S-101468,2024-11-07,Central,Industrial,john lee,Enterprise,46.0,$9.67,5%,3.49,422.58
S-101469,2024-01-25, south,Office Supplies,Aisha Karimova,SMB,35.0,$212.49,20%,4.1,5949.72
S-101470,2024-12-25, south,electronics,Aisha Karimova,SMB,7.0,$276.13,20%,4.18,1546.33
S-101471,2024-10-06,EAST,Office Supplies,Maria Gomez ,SMB,95.0,"1,950",5%,4.2,175987.5
S-101472,2024-06-28,EAST,Industrial,Aisha Karimova,SMB,48.0,$383.35,15 %,3.6,15640.68
S-101473,2024-03-23,North,Office Supplies,Aisha Karimova,Retail,32.0,$124.13,10%,4.59,3574.94
S-101474,2025-01-25,Central,Home Goods,Maria Gomez ,SMB,101.0,$210.27,15 %,4.05,18051.68
S-101475,2024-04-30, south,Home Goods,Maria Gomez ,SMB,3.0,$106.88,5%,4.34,304.61
S-101476,2024-07-15,West ,,Aisha Karimova,Retail,56.0,$369.19,0%,3.44,20674.64
S-101477,2024-06-06,North, furniture,Aisha Karimova,retail ,20.0,$326.09,0%,4.0,6521.8
S-101478,2024-04-02,North,Home Goods,Aisha Karimova,Government,16.0,$269.80,10%,4.7,3885.12
S-101479,2024-06-15,West ,Home Goods,john lee,Enterprise,3.0,$254.12,15 %,4.63,648.01
S-101480,2024-03-01, south,Industrial,Lena Park,Government,23.0,$357.35,15 %,3.66,6986.19
S-101481,2024-01-01,West ,Industrial,Lena Park,SMB,113.0,$342.96,10%,3.8,34879.03
S-101482,2024-04-25,North,electronics,Maria Gomez ,Government,54.0,$338.43,0%,3.56,18275.22
S-101483,2024-02-14,Central,electronics,Maria Gomez ,Government,119.0,$278.82,0%,3.74,33179.58
S-101484,2024-06-14,West ,Electronics,SAM PATEL,Retail,32.0,$210.32,15 %,3.33,5720.7
S-101485,2024-12-11,Central,,SAM PATEL,,91.0,$305.21,10%,4.02,24996.7
S-101486,2024-03-06,North, furniture,Aisha Karimova,Retail,11.0,$309.36,15 %,4.45,2892.52
S-101487,2024-01-01, south,Home Goods,Aisha Karimova,Enterprise,,$223.80,0%,3.67,0.0
S-101488,2024-02-14, south,Home Goods,Maria Gomez ,Government,2.0,$210.14,5%,4.05,399.27
S-101489,2024-07-22,EAST,Office Supplies,Maria Gomez ,SMB,107.0,$336.33,20%,3.98,28789.85
S-101490,2024-04-19, south, furniture,Aisha Karimova,Enterprise,80.0,$381.45,0%,4.68,30516.0
S-101491,2024-07-14,North,Electronics,john lee,SMB,89.0,$176.30,0%,3.76,15690.7
S-101492,2024-01-12, south,Industrial,john lee,Retail,111.0,$217.61,10%,3.78,21739.24
S-101493,2024-05-13, south,Office Supplies,john lee,Retail,40.0,$269.83,10%,3.63,9713.88
S-101494,2024-06-13, south,Electronics,Maria Gomez ,Retail,86.0,$281.36,,3.47,24196.96
S-101495,2024-06-21,North,Home Goods,SAM PATEL,Retail,60.0,$195.60,20%,4.39,9388.8
S-101496,2024-08-08, south, furniture,Maria Gomez ,Enterprise,65.0,$400.10,15 %,4.03,22105.52
S-101497,2024-11-08,West ,Industrial,john lee,SMB,79.0,$275.88,0%,4.13,21794.52
S-101498,2024-07-05, south, furniture,Aisha Karimova,SMB,56.0,$285.17,10%,4.8,14372.57
S-101499,2024-12-02, south, furniture,Lena Park,Enterprise,3.0,,20%,4.83,0.0
S-100547,2024-08-24,North, furniture,SAM PATEL,SMB ,58.0,$152.94,5%,4.84,8426.99
S-100984,2024-08-22,Central,Electronics,Lena Park,SMB,56.0,$202.62,5%,4.56,10779.38
S-100712,2024-10-18,North,Electronics,john lee,SMB,114.0,$317.80,5%,4.36,34417.74
S-100638,2024-11-13,Central,Electronics,SAM PATEL,Government,2.0,$266.99,20%,4.63,427.18
S-100471,2024-11-17,North,Home Goods,Aisha Karimova,Retail,75.0,$221.30,0%,4.07,16597.5
S-101149,2024-12-06,North,electronics,Lena Park,Government,87.0,$300.77,5%,3.09,24858.64
S-100392,2024-05-26,Central,electronics,Aisha Karimova,Government,102.0,$141.19,15 %,4.49,12241.17
S-101158,2024-06-02,Central,Office Supplies,SAM PATEL,Enterprise,76.0,$367.70,0%,4.54,27945.2
S-101021,2024/08/03,Central,electronics,Maria Gomez ,Retail,,$339.16,10%,4.32,0.0
S-100426,2024-12-11,EAST,Office Supplies,SAM PATEL,Retail,53.0,$288.27,5%,3.73,14514.39
S-101132,2024-11-13, south,Industrial,SAM PATEL,Enterprise,100.0,$301.89,15 %,3.62,25660.65
S-100416,2025-01-22,Central,Industrial,Aisha Karimova,retail ,17.0,$229.06,20%,4.16,3115.22
S-100717,2024-07-15, south, furniture,SAM PATEL,retail ,41.0,$286.02,10%,3.97,10554.14
S-100978,2024-05-20,North,electronics,SAM PATEL,SMB,45.0, 85 ,0%,4.77,3825.0
S-100835,2024-11-06,Central, furniture,Lena Park,Government,24.0,$273.34,0%,4.39,6560.16
S-100828,2024-12-11,,electronics,Maria Gomez ,Retail,3.0,$323.29,0%,4.79,969.87
S-100804,2024-10-22, south,electronics,john lee,Retail,4.0,$304.20,10%,4.89,1095.12
S-100747,2024-05-05,West , furniture,Maria Gomez ,Government,104.0,$348.54,15 %,4.88,30810.94
S-100071,2024-03-16,West ,Electronics,SAM PATEL,Enterprise,61.0,$299.19,10%,3.15,16425.53
S-100698,2024-01-21,West ,Industrial,Maria Gomez ,SMB,94.0,$135.75,5%,4.12,12122.47
S-100043,2024-05-21,North, furniture,Aisha Karimova,Enterprise,70.0,$125.87,10%,4.7,
S-101123,2024-04-07,,Electronics,SAM PATEL,Enterprise,34.0,$323.04,5%,4.35,10434.19
S-100925,2025-01-13,Central,Electronics,Aisha Karimova,,79.0,$139.82,0%,3.31,11045.78
S-101071,2024-03-24,EAST,Office Supplies,john lee,SMB,109.0,"1,950",0%,,212550.0
S-101405,2024-03-03,Central,Electronics,Aisha Karimova,SMB,50.0,$112.62,0%,3.79,5631.0
S-100643,2024-07-11,North,electronics,SAM PATEL,Government,26.0,$297.48,20%,5.08,6187.58
S-100278,2024-01-26,West ,Industrial,Maria Gomez ,SMB ,53.0,$204.29,10%,3.25,9744.63
S-100308,2024-05-06,EAST,Office Supplies,Maria Gomez ,Enterprise,9.0,$267.99,10%,4.13,2170.72
S-101263,2024-11-25,EAST,,SAM PATEL,Government,46.0,$379.36,10%,,15705.5
S-100063,2025-01-22,EAST,Electronics,Aisha Karimova,Enterprise,46.0,$125.55,10%,4.0,5197.77
